season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day,wday,hour
winter,no,yes,cloudy,23.78,27.275,94,23.9994,4.68213122712422,2011,10,19,4,22
winter,no,yes,cloudy,13.12,15.15,70,19.0012,3.2188758248682,2011,12,15,5,5
summer,no,no,clear,23.78,27.275,64,7.0015,4.47733681447821,2012,6,9,7,7
summer,no,no,clear,30.34,34.85,66,6.0032,6.04263283368238,2011,6,18,7,12
summer,no,yes,cloudy,29.52,34.85,79,12.998,6.12029741895095,2011,6,1,4,8
summer,no,no,cloudy,21.32,25,72,11.0014,5.66642668811243,2011,4,10,1,16
winter,no,no,cloudy,14.76,18.18,100,7.0015,4.57471097850338,2012,12,9,1,21
summer,no,no,cloudy,25.42,29.545,73,22.0028,6.00635315960173,2012,5,5,7,19
fall,no,yes,clear,28.7,32.575,65,8.9981,5.04342511691925,2012,7,3,3,6
fall,no,yes,clear,29.52,34.09,66,6.0032,5.24702407216049,2012,8,14,3,22
summer,no,yes,clear,33.62,37.12,43,15.0013,4.51085950651685,2011,6,8,4,10
summer,no,yes,clear,18.04,21.97,54,12.998,1.6094379124341,2011,5,10,3,3
fall,no,no,lightRainOrSnow,32.8,37.12,49,56.9969,5.2040066870768,2011,7,3,1,18
winter,yes,no,clear,15.58,19.695,37,31.0009,5.51342874616498,2011,11,11,6,14
fall,no,yes,cloudy,33.62,38.635,49,15.0013,5.77144112313002,2012,7,17,3,9
fall,no,yes,cloudy,27.88,31.82,61,0,4.04305126783455,2012,7,12,5,0
summer,no,yes,clear,20.5,24.24,59,16.9979,3.85014760171006,2011,4,18,2,23
spring,no,yes,clear,7.38,12.12,55,0,2.484906649788,2011,1,6,5,0
spring,no,no,clear,4.1,3.79,49,26.0027,1.38629436111989,2012,2,12,1,5
summer,no,yes,cloudy,20.5,24.24,39,19.0012,3.55534806148941,2012,4,18,4,5
summer,no,no,cloudy,31.16,34.09,48,0,5.93753620508243,2011,6,19,1,16
fall,no,yes,clear,20.5,24.24,77,6.0032,2.07944154167984,2012,9,17,2,3
summer,no,yes,clear,25.42,30.305,61,22.0028,5.67332326717149,2011,5,17,3,16
fall,no,yes,clear,32.8,38.635,59,12.998,5.11198778835654,2011,7,18,2,12
winter,no,yes,clear,13.94,15.91,46,16.9979,5.60947179518496,2012,11,6,3,15
summer,no,yes,clear,13.94,16.665,49,12.998,2.484906649788,2012,4,13,6,2
winter,no,no,clear,8.2,10.605,80,8.9981,2.07944154167984,2011,11,12,7,4
fall,no,no,lightRainOrSnow,28.7,33.335,79,11.0014,6.12905021006055,2012,7,14,7,17
summer,no,yes,clear,25.42,31.06,50,19.0012,5.03695260241363,2012,6,13,4,23
winter,no,yes,lightRainOrSnow,22.14,25.76,94,0,5.04342511691925,2012,10,19,6,7
summer,no,no,clear,25.42,31.06,57,0,2.19722457733622,2012,6,9,7,4
summer,no,yes,clear,29.52,32.575,32,8.9981,6.41017488196617,2011,6,15,4,18
spring,no,yes,clear,24.6,31.06,40,6.0032,5.66642668811243,2012,3,14,4,21
fall,no,yes,clear,26.24,28.79,89,11.0014,5.13579843705026,2012,9,6,5,23
winter,no,yes,cloudy,16.4,20.455,82,7.0015,4.00733318523247,2011,10,3,2,23
spring,no,yes,clear,22.96,26.515,60,6.0032,5.14166355650266,2012,3,13,3,22
fall,no,no,clear,23.78,27.275,49,16.9979,5.24702407216049,2012,9,9,1,22
summer,no,yes,clear,22.96,26.515,52,19.0012,5.12989871492307,2012,6,4,2,22
winter,no,yes,clear,13.12,15.15,57,19.9995,6.21060007702465,2012,11,6,3,18
summer,no,yes,cloudy,21.32,25,63,19.9995,2.83321334405622,2012,5,8,3,2
winter,no,yes,clear,14.76,18.18,76,6.0032,1.94591014905531,2012,10,12,6,3
spring,no,no,clear,13.94,16.665,49,11.0014,5.34233425196481,2012,1,8,1,10
fall,yes,no,cloudy,27.88,31.82,79,11.0014,3.68887945411394,2011,9,5,2,2
fall,no,yes,clear,26.24,30.305,69,0,5.17614973257383,2011,9,12,2,9
spring,no,no,clear,14.76,18.18,21,6.0032,5.6970934865054,2012,3,10,7,18
spring,no,yes,clear,12.3,15.15,65,8.9981,4.47733681447821,2012,2,6,2,22
spring,no,no,clear,20.5,24.24,34,31.0009,5.71042701737487,2011,3,19,7,13
spring,no,yes,clear,9.02,11.365,80,12.998,3.58351893845611,2011,3,15,3,6
winter,yes,no,cloudy,23.78,27.275,78,6.0032,5.82008293035236,2011,10,10,2,19
winter,no,yes,cloudy,13.94,17.425,46,7.0015,5.43372200355424,2012,12,12,4,15
winter,no,yes,clear,17.22,21.21,67,11.0014,2.07944154167984,2012,10,16,3,4
summer,no,yes,cloudy,13.94,18.18,87,0,3.58351893845611,2011,4,8,6,6
summer,no,yes,clear,20.5,24.24,59,31.0009,5.89164421182577,2012,5,10,5,9
fall,no,yes,clear,24.6,29.545,73,11.0014,2.39789527279837,2011,7,15,6,4
winter,no,no,clear,10.66,13.635,65,7.0015,1.79175946922805,2012,11,4,1,5
winter,no,yes,clear,13.94,16.665,66,11.0014,5.08140436498446,2011,12,2,6,11
summer,no,yes,clear,20.5,24.24,63,19.0012,1.6094379124341,2011,6,15,4,4
winter,no,yes,clear,13.94,17.425,53,6.0032,5.76832099579377,2012,12,14,6,19
winter,no,yes,clear,29.52,32.575,39,16.9979,6.15485809401642,2012,10,5,6,15
spring,no,yes,cloudy,14.76,16.665,62,19.9995,5.42053499927229,2011,3,15,3,18
summer,no,yes,cloudy,24.6,29.545,73,0,4.83628190695148,2011,5,2,2,22
fall,no,no,lightRainOrSnow,27.88,31.82,65,6.0032,1.79175946922805,2011,7,3,1,4
winter,no,yes,clear,12.3,15.15,52,11.0014,4.9416424226093,2011,12,13,3,21
winter,no,yes,clear,14.76,18.94,93,0,6.59578051396131,2012,12,3,2,8
spring,no,yes,cloudy,7.38,9.85,51,11.0014,4.87519732320115,2011,1,11,3,9
summer,no,yes,clear,23.78,27.275,88,15.0013,5.61677109766657,2011,5,16,2,17
fall,no,yes,clear,22.96,26.515,83,6.0032,2.07944154167984,2011,9,1,5,4
summer,no,yes,clear,20.5,24.24,31,19.9995,5.4510384535657,2011,4,6,4,19
summer,no,yes,clear,16.4,20.455,66,15.0013,3.40119738166216,2011,5,10,3,5
summer,no,yes,clear,14.76,16.665,46,16.9979,5.11198778835654,2011,4,6,4,9
spring,no,yes,cloudy,11.48,13.635,93,11.0014,2.83321334405622,2012,2,17,6,5
fall,no,no,clear,35.26,39.395,41,22.0028,6.19644412779452,2012,8,4,7,18
winter,no,yes,clear,17.22,21.21,62,12.998,3.2188758248682,2011,10,6,5,5
winter,no,yes,cloudy,18.04,21.97,67,16.9979,2.99573227355399,2011,11,14,2,5
spring,no,yes,clear,6.56,7.575,55,16.9979,1.79175946922805,2012,1,3,3,4
fall,no,no,lightRainOrSnow,27.06,29.545,89,19.0012,4.64439089914137,2011,8,14,1,9
fall,no,yes,clear,30.34,34.85,70,0,3.25809653802148,2012,7,17,3,1
winter,no,yes,clear,25.42,31.06,46,16.9979,6.25382881157547,2011,11,14,2,17
summer,no,yes,clear,22.14,25.76,39,30.0026,5.76519110278484,2012,5,10,5,13
winter,no,yes,clear,24.6,31.06,56,0,5.59471137960184,2012,12,3,2,15
winter,no,yes,clear,14.76,16.665,43,16.9979,5.37063802812766,2012,11,14,4,13
fall,no,yes,clear,31.98,34.09,35,8.9981,5.68017260901707,2012,7,12,5,12
winter,no,yes,lightRainOrSnow,22.96,26.515,94,11.0014,5.30826769740121,2011,10,19,4,16
summer,no,yes,clear,13.94,15.91,61,15.0013,5.6937321388027,2012,4,13,6,7
fall,no,no,cloudy,27.06,29.545,89,19.0012,4.77068462446567,2012,9,8,7,1
summer,no,no,cloudy,22.14,25.76,56,12.998,4.8283137373023,2012,4,15,1,0
winter,no,yes,clear,12.3,15.15,45,11.0014,5.85507192220243,2012,12,13,5,19
fall,no,yes,clear,29.52,33.335,58,0,2.07944154167984,2012,7,5,5,4
spring,no,yes,clear,14.76,17.425,71,12.998,1.79175946922805,2011,3,18,6,3
summer,no,no,clear,27.06,31.06,39,12.998,5.75257263882563,2012,6,3,1,20
spring,no,no,clear,17.22,21.21,28,22.0028,4.83628190695148,2011,2,13,1,17
spring,no,yes,clear,15.58,19.695,82,26.0027,4.15888308335967,2011,2,2,4,14
summer,no,yes,clear,27.06,31.06,24,22.0028,5.73334127689775,2012,4,17,3,15
fall,no,yes,clear,29.52,33.335,48,15.0013,5.92425579741453,2012,7,12,5,21
fall,no,yes,lightRainOrSnow,26.24,28.79,83,0,2.19722457733622,2011,8,19,6,2
spring,no,yes,clear,8.2,9.85,40,15.0013,5.04985600724954,2011,1,10,2,18
spring,no,no,cloudy,17.22,21.21,88,7.0015,5.8636311755981,2012,3,18,1,10
fall,no,no,clear,30.34,35.605,74,0,6.21660610108486,2012,9,2,1,18
winter,no,yes,clear,14.76,17.425,57,12.998,4.61512051684126,2012,10,12,6,23
spring,no,yes,clear,15.58,19.695,66,11.0014,2.39789527279837,2011,3,18,6,5
winter,no,yes,clear,12.3,16.665,45,0,5.48893772615669,2012,12,13,5,20
winter,no,no,cloudy,12.3,15.91,75,6.0032,5.14166355650266,2011,11,6,1,9
fall,no,yes,clear,35.26,41.665,53,26.0027,6.15909538849193,2011,7,11,2,18
summer,no,yes,lightRainOrSnow,16.4,20.455,94,22.0028,1.09861228866811,2011,4,13,4,3
fall,no,no,clear,26.24,28.79,89,7.0015,3.3322045101752,2011,8,6,7,6
summer,no,yes,cloudy,26.24,31.06,53,16.9979,5.38449506278909,2011,5,12,5,15
spring,no,yes,clear,8.2,10.605,51,11.0014,4.24849524204936,2011,1,6,5,20
winter,no,yes,cloudy,20.5,24.24,72,11.0014,5.88887795833288,2012,10,9,3,20
summer,no,yes,clear,17.22,21.21,41,11.0014,5.80211837537706,2012,4,13,6,9
winter,no,yes,clear,12.3,15.91,93,6.0032,4.51085950651685,2011,12,5,2,6
summer,no,yes,clear,24.6,31.06,53,16.9979,3.43398720448515,2012,4,17,3,5
summer,no,yes,clear,36.9,42.425,42,0,4.91998092582813,2011,6,8,4,13
spring,no,yes,clear,12.3,15.15,52,11.0014,4.0943445622221,2011,1,19,4,22
spring,no,no,cloudy,13.94,16.665,46,12.998,2.70805020110221,2012,3,4,1,4
summer,no,yes,clear,27.06,31.06,39,19.9995,5.68017260901707,2012,6,4,2,15
summer,no,yes,cloudy,24.6,28.79,78,7.0015,2.19722457733622,2012,6,19,3,3
summer,no,no,clear,14.76,18.18,66,6.0032,3.49650756146648,2012,4,14,7,3
fall,no,no,clear,27.06,29.545,89,6.0032,4.98360662170834,2012,9,1,7,23
spring,no,yes,clear,28.7,31.82,37,7.0015,6.51767127291227,2012,3,13,3,17
summer,no,yes,lightRainOrSnow,15.58,19.695,66,15.0013,4.39444915467244,2011,4,8,6,12
fall,no,no,clear,30.34,34.85,70,19.0012,5.03695260241363,2012,8,5,1,0
fall,no,yes,clear,26.24,30.305,73,8.9981,5.97126183979046,2011,9,15,5,8
fall,no,no,clear,31.16,34.85,55,8.9981,5.59471137960184,2011,7,10,1,10
summer,no,yes,cloudy,30.34,35.605,74,15.0013,5.33753807970132,2011,6,1,4,9
fall,no,yes,cloudy,30.34,35.605,74,16.9979,5.11198778835654,2011,7,8,6,11
spring,no,no,clear,20.5,24.24,77,7.0015,4.61512051684126,2012,3,18,1,22
winter,no,no,clear,10.66,15.15,87,0,3.29583686600433,2011,12,4,1,7
summer,no,yes,cloudy,28.7,33.335,84,0,3.04452243772342,2011,6,9,5,5
summer,no,yes,clear,14.76,17.425,76,12.998,5.75257263882563,2011,4,7,5,8
winter,no,yes,cloudy,12.3,13.635,52,22.0028,3.68887945411394,2012,11,5,2,5
spring,no,no,clear,10.66,11.365,65,27.9993,3.80666248977032,2011,2,6,1,1
winter,no,no,cloudy,9.84,12.88,87,7.0015,1.94591014905531,2012,12,15,7,4
fall,no,no,clear,29.52,33.335,54,19.0012,5.04342511691925,2011,7,2,7,23
spring,yes,no,clear,10.66,11.365,35,26.0027,5.03695260241363,2012,1,2,2,17
spring,no,yes,clear,5.74,5.305,59,27.9993,3.04452243772342,2011,1,12,4,23
fall,no,yes,clear,32.8,34.85,33,16.9979,5.56452040732269,2012,8,16,5,15
winter,no,yes,cloudy,16.4,20.455,54,11.0014,5.37063802812766,2012,11,1,5,15
fall,no,yes,clear,17.22,21.21,67,15.0013,6.01615715969835,2011,9,16,6,8
summer,no,no,clear,22.14,25.76,68,12.998,3.87120101090789,2012,6,16,7,6
fall,no,yes,cloudy,29.52,34.09,62,12.998,5.4553211153577,2012,8,15,4,10
winter,no,yes,cloudy,20.5,24.24,55,11.0014,5.73657229747919,2011,10,17,2,7
winter,no,yes,clear,16.4,20.455,20,19.9995,6.38519439899773,2012,11,8,5,17
winter,no,no,clear,10.66,12.12,48,16.9979,2.77258872223978,2011,11,19,7,3
spring,no,yes,cloudy,6.56,9.85,74,6.0032,3.40119738166216,2011,3,4,6,6
winter,no,no,clear,16.4,20.455,62,19.0012,6.09356977004514,2012,11,18,1,12
spring,no,no,cloudy,17.22,21.21,94,0,1.09861228866811,2012,3,17,7,4
spring,no,yes,clear,18.86,22.725,94,15.0013,1.38629436111989,2012,3,1,5,3
fall,no,yes,cloudy,32.8,37.12,52,0,5.63835466933375,2012,8,8,4,12
summer,no,no,clear,25.42,31.06,53,19.9995,5.63835466933375,2012,6,16,7,22
summer,no,yes,clear,22.96,26.515,88,12.998,3.2188758248682,2012,5,4,6,5
fall,no,yes,clear,25.42,28.03,88,7.0015,3.40119738166216,2012,9,7,6,1
spring,no,yes,clear,18.86,22.725,63,22.0028,3.09104245335832,2012,3,8,5,1
summer,yes,no,clear,15.58,19.695,82,6.0032,1.38629436111989,2011,4,15,6,4
fall,no,no,lightRainOrSnow,26.24,30.305,73,0,5.70044357339069,2012,8,19,1,12
summer,no,yes,clear,22.96,26.515,52,27.9993,5.90263333340137,2011,6,14,3,7
winter,no,no,cloudy,14.76,18.94,93,0,2.56494935746154,2012,12,8,7,4
fall,no,yes,clear,26.24,30.305,69,7.0015,2.30258509299405,2012,8,13,2,2
fall,no,yes,lightRainOrSnow,25.42,25.76,100,6.0032,4.26267987704132,2011,9,8,5,22
spring,no,yes,clear,15.58,19.695,54,12.998,4.48863636973214,2011,2,17,5,10
winter,no,yes,clear,9.84,12.12,65,11.0014,4.54329478227,2012,12,6,5,23
winter,no,yes,cloudy,13.94,15.15,61,22.0028,4.40671924726425,2011,11,17,5,10
winter,no,no,clear,9.84,12.88,65,7.0015,2.484906649788,2011,12,10,7,6
spring,no,yes,cloudy,9.84,12.12,87,11.0014,3.29583686600433,2012,2,9,5,0
spring,no,no,clear,8.2,11.365,64,7.0015,3.68887945411394,2011,2,13,1,0
fall,no,yes,clear,29.52,34.85,79,0,4.93447393313069,2012,8,7,3,23
summer,no,yes,cloudy,22.96,26.515,68,7.0015,1.94591014905531,2011,6,16,5,4
fall,no,yes,clear,30.34,34.85,66,8.9981,2.19722457733622,2012,7,18,4,2
fall,no,yes,clear,31.16,34.09,45,22.0028,6.39859493453521,2011,8,16,3,17
winter,no,yes,clear,24.6,28.03,83,12.998,5.53338948872752,2012,10,19,6,11
spring,no,no,clear,8.2,8.335,34,30.0026,4.53259949315326,2011,1,9,1,16
winter,no,yes,clear,12.3,16.665,93,0,3.29583686600433,2011,11,7,2,5
winter,no,no,clear,11.48,15.91,75,0,3.73766961828337,2011,12,4,1,3
fall,no,yes,clear,35.26,39.395,44,19.0012,5.00394630594546,2011,8,9,3,14
spring,no,yes,cloudy,10.66,11.365,70,22.0028,2.56494935746154,2012,1,17,3,0
fall,no,no,cloudy,25.42,29.545,78,11.0014,4.04305126783455,2012,8,19,1,22
fall,no,yes,cloudy,22.14,25.76,94,15.0013,2.63905732961526,2011,9,7,4,0
spring,no,yes,clear,9.02,9.09,35,35.0008,4.43081679884331,2011,2,8,3,16
winter,no,no,cloudy,12.3,15.91,61,6.0032,4.70048036579242,2011,12,3,7,21
fall,no,no,clear,31.16,36.365,66,8.9981,5.94803498918065,2012,7,15,1,10
summer,no,yes,clear,26.24,30.305,73,11.0014,5.65948221575962,2012,5,16,4,22
winter,yes,no,clear,22.96,26.515,64,19.0012,6.3919171133926,2012,11,12,2,17
spring,no,yes,clear,14.76,15.91,50,35.0008,3.78418963391826,2011,2,14,2,21
summer,no,no,clear,25.42,30.305,17,23.9994,6.18826412308259,2012,4,8,1,15
spring,no,yes,clear,6.56,6.06,37,27.9993,4.35670882668959,2012,1,3,3,15
fall,no,yes,clear,32.8,37.88,55,15.0013,5.50125821054473,2012,7,17,3,22
fall,no,yes,clear,26.24,30.305,65,16.9979,6.33682573114644,2011,7,15,6,8
spring,no,yes,clear,13.12,17.425,45,0,5.7037824746562,2012,2,7,3,7
spring,no,yes,cloudy,12.3,15.15,70,8.9981,3.17805383034795,2012,2,16,5,0
spring,no,yes,clear,13.12,15.15,53,22.0028,4.94875989037817,2011,3,14,2,9
spring,no,no,clear,13.12,16.665,57,7.0015,3.04452243772342,2012,1,7,7,3
fall,no,yes,clear,24.6,28.79,78,7.0015,3.95124371858143,2011,9,1,5,0
summer,no,no,cloudy,29.52,34.09,62,8.9981,5.65948221575962,2011,6,11,7,18
winter,no,no,cloudy,15.58,19.695,82,7.0015,5.4971682252932,2012,12,16,1,17
spring,no,no,cloudy,13.94,15.91,46,15.0013,1.79175946922805,2012,3,4,1,5
winter,no,no,clear,13.94,15.91,66,15.0013,3.78418963391826,2011,11,13,1,7
fall,no,yes,cloudy,27.06,30.305,83,39.0007,5.68357976733868,2012,9,18,3,9
summer,no,no,clear,26.24,28.79,89,16.9979,4.20469261939097,2011,6,12,1,2
fall,no,yes,clear,30.34,34.09,58,8.9981,5.42934562895444,2011,7,5,3,9
spring,no,yes,clear,9.02,9.09,47,36.9974,3.89182029811063,2011,2,8,3,10
summer,no,yes,cloudy,32.8,36.365,43,12.998,5.54126354515843,2011,6,9,5,20
winter,no,yes,clear,11.48,15.91,81,0,5.50938833662798,2011,12,2,6,9
summer,no,no,clear,28.7,33.335,74,11.0014,5.54907608489522,2011,6,12,1,18
winter,no,yes,clear,13.94,17.425,87,7.0015,2.19722457733622,2011,10,3,2,4
winter,no,yes,clear,18.04,21.97,18,27.9993,5.20948615284142,2012,11,8,5,14
fall,no,no,clear,33.62,41.665,63,12.998,5.03043792139244,2012,7,7,7,8
winter,no,yes,cloudy,13.12,16.665,70,8.9981,1.38629436111989,2011,12,15,5,3
winter,no,yes,cloudy,14.76,17.425,93,8.9981,5.76832099579377,2012,12,17,2,7
fall,no,no,clear,27.88,31.82,89,8.9981,2.30258509299405,2012,7,15,1,5
spring,no,yes,clear,13.12,15.15,49,19.0012,4.34380542185368,2011,3,2,4,10
summer,no,yes,clear,26.24,30.305,73,12.998,5.57972982598622,2012,5,15,3,12
spring,no,yes,lightRainOrSnow,5.74,10.605,93,0,3.13549421592915,2011,2,1,3,6
winter,no,no,cloudy,11.48,13.635,56,15.0013,4.07753744390572,2011,12,17,7,2
summer,no,no,clear,22.96,26.515,43,0,5.85220247977447,2011,5,7,7,11
winter,no,yes,lightRainOrSnow,22.14,25.76,88,23.9994,4.83628190695148,2011,10,14,6,10
spring,no,yes,cloudy,13.12,16.665,45,8.9981,5.25749537202778,2012,2,10,6,15
summer,no,no,clear,25.42,31.06,57,0,3.71357206670431,2012,6,9,7,3
fall,yes,no,cloudy,28.7,33.335,84,16.9979,4.26267987704132,2012,9,3,2,23
winter,no,yes,clear,21.32,25,83,6.0032,4.82028156560504,2011,10,11,3,6
spring,no,no,clear,4.92,6.06,36,16.9979,3.36729582998647,2011,1,8,7,20
spring,no,no,clear,8.2,8.335,34,30.0026,4.33073334028633,2011,1,9,1,13
summer,no,yes,clear,16.4,20.455,37,32.9975,4.85203026391962,2012,4,10,3,22
summer,no,yes,clear,18.86,22.725,82,8.9981,4.60517018598809,2011,5,11,4,6
spring,no,yes,clear,6.56,6.06,40,31.0009,4.62497281328427,2011,2,8,3,19
summer,no,yes,clear,15.58,19.695,71,19.9995,1.09861228866811,2011,4,4,2,4
winter,no,no,cloudy,16.4,20.455,76,19.9995,5.41164605185504,2011,10,1,7,16
spring,no,no,clear,17.22,21.21,47,32.9975,3.89182029811063,2011,3,19,7,8
fall,no,no,clear,28.7,33.335,89,11.0014,2.63905732961526,2011,8,7,1,6
spring,no,no,cloudy,18.86,22.725,94,12.998,1.38629436111989,2011,1,2,1,4
summer,no,no,cloudy,22.14,25.76,94,0,3.76120011569356,2012,5,5,7,6
summer,no,yes,clear,21.32,25,59,8.9981,6.61472560020376,2012,5,18,6,8
spring,yes,no,lightRainOrSnow,10.66,11.365,70,19.9995,3.36729582998647,2012,1,16,2,23
winter,no,yes,lightRainOrSnow,18.86,22.725,100,19.9995,5.4553211153577,2011,12,6,3,19
summer,no,yes,clear,18.86,22.725,72,15.0013,5.02388052084628,2011,5,6,6,22
summer,no,no,clear,20.5,24.24,63,7.0015,3.85014760171006,2012,4,15,1,7
spring,no,yes,clear,8.2,11.365,69,7.0015,2.39789527279837,2011,3,8,3,5
fall,no,yes,clear,30.34,33.335,48,15.0013,6.44571981938558,2012,7,12,5,19
spring,no,yes,cloudy,8.2,9.85,47,12.998,0.693147180559945,2011,2,16,4,3
fall,no,no,clear,29.52,34.85,74,6.0032,4.51085950651685,2012,7,1,1,2
winter,no,no,cloudy,13.94,15.15,46,19.9995,4.96284463025991,2012,11,3,7,8
fall,no,no,clear,24.6,27.275,88,8.9981,3.97029191355212,2011,9,10,7,7
fall,no,yes,lightRainOrSnow,28.7,33.335,84,7.0015,4.47733681447821,2011,8,3,4,20
summer,no,yes,clear,33.62,40.15,59,8.9981,5.95324333428778,2011,6,8,4,19
winter,no,no,clear,15.58,19.695,87,8.9981,4.38202663467388,2012,10,7,1,22
spring,no,yes,cloudy,11.48,13.635,45,11.0014,4.52178857704904,2011,2,4,6,14
winter,no,yes,clear,26.24,31.06,47,22.0028,5.64544689764324,2011,10,5,4,16
fall,no,no,clear,29.52,35.605,84,7.0015,4.91998092582813,2011,8,7,1,21
fall,no,yes,clear,29.52,34.09,62,11.0014,6.3750248198281,2011,9,14,4,18
spring,no,no,cloudy,8.2,10.605,69,8.9981,1.79175946922805,2011,2,13,1,6
summer,no,yes,cloudy,20.5,24.24,72,12.998,5.62401750618734,2011,4,19,3,19
summer,no,yes,clear,19.68,23.485,63,15.0013,1.38629436111989,2011,4,19,3,3
summer,no,yes,clear,24.6,31.06,40,26.0027,4.8283137373023,2011,4,4,2,11
summer,no,no,clear,23.78,27.275,23,11.0014,6.18208490671663,2012,4,8,1,13
fall,no,yes,cloudy,30.34,34.85,70,8.9981,5.52545293913178,2012,8,7,3,10
spring,no,yes,clear,11.48,15.91,28,0,5.16478597392351,2011,2,11,6,18
winter,no,yes,clear,12.3,15.91,56,6.0032,5.11198778835654,2011,12,12,2,20
summer,no,yes,lightRainOrSnow,13.94,16.665,76,11.0014,0.693147180559945,2011,4,8,6,3
winter,no,yes,cloudy,24.6,31.06,53,16.9979,5.93489419561959,2012,10,18,5,12
winter,no,no,clear,20.5,24.24,88,7.0015,4.82028156560504,2011,10,9,1,23
summer,no,no,clear,26.24,30.305,73,8.9981,4.76217393479776,2012,6,10,1,1
fall,no,yes,lightRainOrSnow,26.24,28.03,94,7.0015,4.4188406077966,2011,9,8,5,21
fall,no,yes,clear,32.8,34.85,31,15.0013,5.70711026474888,2012,8,16,5,13
spring,no,no,clear,17.22,21.21,54,11.0014,4.98360662170834,2011,3,12,7,18
spring,no,no,cloudy,13.12,15.91,36,12.998,4.86753445045558,2011,1,15,7,15
summer,no,yes,clear,19.68,23.485,31,19.0012,5.86929691313377,2012,4,12,5,16
summer,no,no,cloudy,31.16,34.09,48,11.0014,6.10924758276437,2011,6,18,7,17
spring,no,yes,clear,15.58,19.695,36,22.0028,4.33073334028633,2011,3,14,2,13
winter,no,yes,clear,21.32,25,43,11.0014,6.21460809842219,2011,11,8,3,17
fall,no,yes,clear,28.7,32.575,58,7.0015,4.91998092582813,2012,7,2,2,6
spring,no,yes,clear,17.22,21.21,77,23.9994,5.81413053182507,2012,3,8,5,7
summer,no,no,clear,31.16,34.09,40,7.0015,6.02586597382531,2012,6,10,1,10
winter,no,yes,clear,19.68,23.485,44,11.0014,5.70044357339069,2011,11,1,3,16
winter,no,no,clear,10.66,12.88,60,11.0014,1.94591014905531,2011,12,10,7,5
summer,no,yes,clear,12.3,14.395,49,15.0013,6.39024066706535,2012,4,11,4,8
fall,no,yes,clear,32.8,38.635,59,16.9979,5.87211778947542,2012,9,7,6,13
spring,no,yes,cloudy,9.02,11.365,87,11.0014,1.6094379124341,2012,1,10,3,2
fall,no,yes,clear,28.7,33.335,79,8.9981,3.36729582998647,2012,8,9,5,1
spring,no,no,clear,7.38,9.85,47,11.0014,4.06044301054642,2011,1,16,1,20
fall,no,no,cloudy,26.24,30.305,73,7.0015,1.79175946922805,2012,7,14,7,5
summer,no,yes,clear,11.48,13.635,56,12.998,3.3322045101752,2012,4,11,4,5
spring,no,yes,clear,6.56,6.06,43,35.0008,4.38202663467388,2012,1,3,3,14
summer,no,yes,cloudy,29.52,31.82,23,32.9975,5.95842469302978,2011,4,4,2,18
spring,no,yes,clear,12.3,15.15,22,8.9981,5.36129216570943,2011,2,15,3,18
spring,no,yes,clear,13.94,16.665,46,8.9981,5.37989735354046,2012,2,3,6,12
spring,no,no,lightRainOrSnow,3.28,2.275,79,31.0009,3.2188758248682,2012,2,12,1,1
winter,no,no,clear,12.3,16.665,26,0,5.58724865840025,2011,12,11,1,15
fall,no,yes,cloudy,31.16,35.605,58,15.0013,3.78418963391826,2012,7,2,2,0
spring,yes,no,clear,4.1,6.06,58,11.0014,4.36944785246702,2012,1,16,2,8
winter,no,yes,clear,10.66,14.395,75,6.0032,3.46573590279973,2012,12,19,4,5
winter,no,yes,cloudy,14.76,17.425,57,15.0013,6.33505425149806,2012,11,15,5,17
spring,no,no,clear,18.04,21.97,16,40.9973,5.04985600724954,2011,2,19,7,13
winter,no,no,clear,10.66,12.88,48,15.0013,5.11198778835654,2011,12,17,7,17
fall,no,no,clear,31.16,36.365,66,15.0013,5.93224518744801,2011,9,4,1,17
winter,no,yes,clear,22.14,25.76,39,22.0028,5.51745289646471,2011,10,14,6,19
winter,no,yes,clear,9.84,14.395,70,0,2.56494935746154,2011,12,9,6,2
summer,no,yes,clear,27.88,31.82,57,23.9994,5.90263333340137,2011,5,3,3,19
summer,no,yes,clear,13.94,15.15,36,27.9993,3.43398720448515,2012,4,11,4,0
fall,no,yes,cloudy,33.62,37.88,46,16.9979,6.69950034016168,2012,8,9,5,18
spring,no,no,clear,13.12,15.15,49,16.9979,4.77068462446567,2011,2,6,1,11
summer,no,yes,cloudy,24.6,28.79,78,8.9981,5.85220247977447,2012,5,16,4,9
spring,no,no,cloudy,13.12,15.15,39,16.9979,4.31748811353631,2011,1,15,7,19
winter,no,no,clear,19.68,23.485,55,16.9979,5.51342874616498,2012,10,6,7,20
fall,no,no,clear,34.44,37.12,36,8.9981,5.92425579741453,2011,7,9,7,14
winter,no,yes,clear,9.84,12.88,87,7.0015,6.5206211275587,2012,12,19,4,8
winter,no,yes,cloudy,24.6,25,100,0,2.484906649788,2012,10,3,4,4
fall,no,no,clear,21.32,25,77,12.998,3.58351893845611,2012,9,9,1,6
spring,no,yes,clear,25.42,31.06,38,43.9989,6.39359075395063,2012,3,8,5,17
winter,no,no,clear,13.12,15.15,45,16.9979,5.30330490805908,2011,11,19,7,10
spring,no,no,clear,4.1,3.03,39,30.0026,3.13549421592915,2011,1,8,7,23
spring,no,yes,clear,15.58,19.695,76,22.0028,4.34380542185368,2011,2,2,4,15
